Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
1236,@AskCiti My life is in danger because of criminals in India / palakkad using a mother to manipulate my wealth..,-2,0,1,,
1237,@AskCiti Is there anyone I can speak to for a privately via DM about upgrading a card? I just have two small questions. Thanks! :),0,0,0,,
1238,@AskCiti It worked in Firefox putting in http://t.co/JL9QsWdQd9. Not working in Chrome when I enter same...,1,0,0,,
1239,"@AskCiti That works, but only in Firefox and it's messy. Doesn't work in Chrome at all. Even when I delete everything and start over!",1,0,0,,
1240,"@AskCiti Frankly, the new site doesn't work for me at all,even with I clear everything and start over. No matter what browser...will try fon",2,1,0,,
1241,@AskCiti do you support OS X Yosemite / Safari 7.1 for the web? Was having some lag earlier,0,0,0,,
1242,@AskCiti no phone until tomorrow - will call then,0,0,0,,
1243,@AskCiti I'm in Paris w/ a blocked Citibank MC - can you help?,0,0,0,,
1244,@AskCiti can i get a follow plz bi gfan of urs plz,0,0,0,,
1245,"@AskUSBank Thanks for proving why credit unions are better, at least they gave me an answer with a number followed by other information.",2,1,0,,
1246,@AskUSBank it's been 4 months.,0,0,0,,
1247,@AskUSBank @usbank two months now and still no fix? I don't want to use my browser. Any plans to fix this? #note4 #nolove #maybeswitchbanks,0,0,0,,
1248,"@usbank thank you for giving me a different credit card I didn't apply for. Sincerely, one truly pissed off customer.
@AskUSBank",2,1,0,,
1249,@AskUSBank Yes. After one hour and twelve minutes I was able to report a missing card. Now I have to wait 10 days for a new one.,0,0,0,,
1250,@AskUSBank I would appreciate it. Feel free to DM me for contact information.,2,1,0,,
1251,@AskUSBank they did end up answering after approximately 33 mins. But the rep was very pleasant and answered my questions. Thanks!,1,0,0,,
1252,@AskUSBank yes please! Every time I call they are rude to me!,-1,0,0,,
1253,"@AskUSBank I called back, it took 30 minutes. It's 2015, you need a better system. No reason we can't text or email. You never called either",1,0,0,,
1254,@AskUSBank Now following.,0,0,0,,
1255,@AskUSBank ohhh don't worry we'll be taking this up as well. Still unhappy with service &amp; amazed to get a quicker response via twitter,2,1,0,,
1256,@AskUSBank finally sorted. Though customer service was atrocious!!!!!!! There are other companies out there,-1,0,0,,
1257,@towandabraxton @AskUSBank give her all her fu%king money back shame on yall  scamming ass blue eyed devil,-2,0,1,,
1258,@AskUSBank Done &amp; Done. Thanks for your helpful &amp; prompty reply.,1,0,0,,
1259,@AskUSBank my card still won't work!! I've been on hold with fraud for 18 min! In Mexico! That's 50 cents a minute......,0,0,0,,
1260,@AskUSBank iPhone 6. those settings were already enabled and it still crashed.,-1,0,0,,
1261,"@AskUSBank 
Yes. Release my funds to me. I was told I could have them at midnight the next day and that was 4 days ago",0,0,0,,
1262,@AskUSBank sure.,0,0,0,,
1263,@AskUSBank I spoke to the manager and she explained and corrected it. Thanks!,0,0,0,,
1264,@AskUSBank thank you. Just sent a DM,1,0,0,,
1265,"@AskUSBank yes, that would be appreciated.",1,0,0,,
1266,@AskUSBank stop charging me exorbitant amount of overdraft fees when I never even went over. I'm a poor student #aintnobodygottimefordat,-2,0,1,,
1267,"@AskUSBank Sure I put a call in to District Manager this morning, no response and the day is winding down.",0,0,0,,
1268,Hey @AskUSBank who can I talk to about a credit line increase?,0,0,0,,
1269,#beaware Phishing texts from 6099526917 targeting US Bank customers. Recording: http://t.co/KiDgjlJDN3 @AskUSBank #smishing,0,0,0,,
1270,@PNCBank_Help @PNCBank Is the most shittiest bank in the world. Literally,0,0,0,,
1271,"@Symbolgirl @PNCBank @PNCBank_Help Yep. Its awful. Until its gone or I find a new lender, they can deal with cashing mailed paper checks.",-1,0,0,,
1272,"@AskCapitalOne or should i just find another bank whose apps DO work on major platforms, so I can do mobile banking properly?",2,1,0,,
1273,@AskCapitalOne How much wood could a woodchuck chuck if a woodchuck could chuck wood?,0,0,0,,
1274,@AskCapitalOne Happy new year! Can I download my CC statement in anything other than PDF? Need something like csv so I can do calculations.,2,1,0,,
1275,"@AskCapitalOne Also, I need the email address for the department that handles the credit card applications. Thanks, reply to my inbox",0,0,0,,
1276,@AskCapitalOne capital one site.,0,0,0,,
1277,@askcapitalone have a ATM check deposit ADJ debit on my account. What could be the cause? Will y'all send me the check back?,0,0,0,,
1278,"@AskCapitalOne I often get this error while trying to book travel. And once I start getting it,there is no going back http://t.co/8F0w8ksyJ0",-1,0,0,,
1279,@AskCapitalOne I can not do that I made an application to get a blank check and got declined Why bother to send pre approvals then decline,-2,0,1,,
1280,@AskCapitalOne those are the only options I have at the moment.  Is there any way I can extend my payment until I get my new card,0,0,0,,
1281,@AskCapitalOne can i pay it off with a gift card?,0,0,0,,
1282,@AskCapitalOne I'm tryin through paypal but I see nothing yet,0,0,0,,
1283,@AskCapitalOne sadly I can't.  Is there any way I can pay this in 7 business days when I get my new card?,-1,0,0,,
1284,@AskCapitalOne When will the update for the Android app be released? Lollipop has been out for months now!,0,0,0,,
1285,@AskCapitalOne is there any way I can extend my payment to a week later when I should have my new debit card?,0,0,0,,
1286,@AskCapitalOne I'm trying to pay the credit card bill online since the only funds I have access to is my paypal,0,0,0,,
1287,"@AskCapitalOne I'm trying to pay through western union 
what's the company's code",0,0,0,,
1288,@AskCapitalOne  is there another way for me to pay,0,0,0,,
1289,@AskCapitalOne no I lost my bank card that I was going to use to pay my bill.,-1,0,0,,
1290,"@AskCapitalOne I lost my debit card and I'm trying to find a way to pay my bill.  I already tried Western Union, but it's only auto",-1,0,0,,
1291,@AskCapitalOne I just want my autopay to work. This is not the first time my bill hasn't paid itself...,1,0,0,,
1292,@AskCapitalOne,0,0,0,,
1293,Banking Innovation Daily is out! http://t.co/yEZWSyNB3l Stories via @AskCapitalOne @SABBBank @BestCardProcess,1,0,0,,
1294,@AskCapitalOne why am I getting a fee for $29,0,0,0,,
1295,RT @AskCapitalOne: Hello and Good Morning! We are here and ready to help. Tweet us if you need us. ^BT,2,1,0,,
1296,@CapitalOne @AskCapitalOne @CapitalOneCA @VENTITNOW @GripeO_Feed leading the way in horrible service!!! http://t.co/LYBa1Qu8nC,0,0,0,,
1297,"@AskCapitalOne my account is active, just was trying not to use it for a while.  Idk if it's possible to use account somehow to pay a bill",0,0,0,,
1298,"@AskCapitalOne it's a credit card.  I cut it to not spend for a while, but I kind of need help getting caught up.  Just curious",0,0,0,,
1299,@AskCapitalOne will Android 5.0 support come before February?,1,0,0,,
1300,"@AskCapitalOne been waiting on a call back from an agent ref my acct, its been over 4 hours, wanted to email capital one in regards",0,0,0,,
1301,"@AskCapitalOne no love for android 5.0+ users?  Logging onto the website show ""now supporting apple pay"" yet still no android app. #badbank",2,1,0,,
1302,@AskCapitalOne I signed up for a card &amp;am waiting 5+ weeks to get it. I was told a new ones coming but now my info isn't even in the system,0,0,0,,
1303,@AskCapitalOne will do. I'll call the 800# in a few.Thanks in advance.,0,0,0,,
1304,@AskCapitalOne can't pay my bill. Is there something wrong?,-1,0,0,,
1305,@AskCapitalOne HEARD U HIRE FOREIGN GAYS 2 GIVE ORDERS 2 STEAL UPON AMERICAN FAMILIES HERE IN THE USA. SINCE HETEROSEXUALS MOVE THIS ECONOMY,-1,0,0,,
1306,@AskCapitalOne I DON'T BELIEVE THE AMERICAN PEOPLE WILL EVER FORGIVE U 4 STEALING OUR DOLLARS VIA THOSE BAIL-OUTS. THINKING U WILL B 4EVER,-1,0,0,,
1307,@AskCapitalOne I want a block on my account NOW to stop any more charges and im seeking legal advice you cant keep getting away with theft,0,0,0,,
1308,@AskCapitalOne it's just not loading. Every other website I go on is a ok. Somethings wrong.,-1,0,0,,
1309,@AskCapitalOne http://t.co/p7jAob2PZA,0,0,0,,
1310,"RT @AskCapitalOne: @Loyola2011 Oh oh, we'll get on that Jackie. Mind telling us the branch location? We'll get our techs on it. ^AG",2,1,0,,
1311,@AskCapitalOne how long do I have to wait to apply for the QuickSilver credit card? I have 2 credit cards.,0,0,0,,
1312,@AskCapitalOne Any ETA on getting mobile app to work with Android Lollipop? It's taking a long time!,1,0,0,,
1313,@AskCapitalOne anything lollipop yet?,0,0,0,,
1314,@AskCapitalOne I've been receiving Capital One offers addressed to previous tenant. Whom do I contact to remove him from your mailing list?,0,0,0,,
1315,@AskCapitalOne said they'd solve my problem. Nothing but the same bunk. #badservice #indifferent,-3,0,1,,
1316,"@AskCapitalOne Jacksonville, Texas. Ì†ΩÌ∏ä",0,0,0,,
1317,@AskCapitalOne yeah reactivate my guitar center credit card that I pay on and is cancelled for no reason,0,0,0,,
1318,@AskCapitalOne good to know! thank you,2,1,0,,
1319,@AskCapitalOne oh okay thanks,0,0,0,,
1320,@AskCapitalOne thanks,0,0,0,,
1321,@AskCapitalOne I seem to have forgotten my username and password to my account. Can I get some help please.,0,0,0,,
1322,@AskCapitalOne I did this and still no luck,1,0,0,,
1323,"@AskCapitalOne DM sent. Well, several DMs actually.",1,0,0,,
1324,"@AskCapitalOne So that was what, you patting me on the back and saying ""it'll be okay""? Where's this discussion?",0,0,0,,
1325,"@AskCapitalOne you're all ready to go for Apple pay, but not Android 5.0. So frustrating. Never thought I'd switch banks cause of my phone.",0,0,0,,
1326,@AskCapitalOne I have two accounts one is due on the 2nd and the other on the 10th how do I make them on the same date?,0,0,0,,
1327,@AskCapitalOne following,0,0,0,,
1328,@AskCapitalOne HELP!,0,0,0,,
1329,@AskCapitalOne if I apply for a card n get declined does is harm my credit?,-1,0,0,,
1330,@AskCapitalOne Thank you so much!,1,0,0,,
1331,Since I'm an Auburn fan and I have a Capitol one credit card does this mean i'm exempt from a payment this month?? @AskCapitalOne,0,0,0,,
1332,@AskCapitalOne follow me. I can send a screen shot,0,0,0,,
1333,"@AskCapitalOne Oh, and I will stick your return envelopes to a brick if it doesn't stop!",0,0,0,,
1334,"Really, guys? in 12 weeks I've had 8 letters. I'm ignoring them for a reason! Take me off your list...@AskCapitalOne http://t.co/HvTlwp44H2",0,0,0,,
1335,Thanks @faris @cc_chapman @ColoradoMom @AskCapitalOne for being top new followers in my community this week,1,0,0,,
1336,@AskCapitalOne is it possible to upgrade my card to a rewards card?,0,0,0,,
1337,"RT @AskCapitalOne: Happy Early New Year, Twitterverse! We're in the office until 6 PM EST today, so tweet us if you need us.  ^AW",1,0,0,,
1338,@AskCapitalOne thx,0,0,0,,
1339,@AskCapitalOne can I request a replacement card online?,0,0,0,,
1340,@AskCapitalOne well that still sucks and your atm won't process more than 1 check or Bill at a time for deposit,0,0,0,,
1341,Wow @AskCapitalOne. Changed reward redemption: tiered structure (not getting full value for miles)-&gt;all travel @ 100x (full value). Thanks!,3,1,0,,
1342,"@AskCapitalOne I have tried many time,different occasion, signin ,Reset Password, New Password doesn't work Omg!! now am locked out",1,0,0,,
1343,@AskCapitalOne capital one platinum. It's a mastercard. I also have one that is a visa,0,0,0,,
1344,"@AskCapitalOne 
That's not true I'm a dc govt retiree and they consistently send ACH the last day b4 the holiday",1,0,0,,
1345,"@AskCapitalOne 
And try to blame this on how ACH payments are sent to won't fly you people post the finds when you get ready",0,0,0,,
1346,"@AskCapitalOne 
This has not been a customer friendly bank since it was called Chevy Chase",1,0,0,,
1347,"@AskCapitalOne 
I don't understand why capital 1 does not allow customers access to there direct deposit b4 the new year ridiculous",-1,0,0,,
1348,@AskCapitalOne I'll be traveling to Europe for a few weeks in 2015.  How can I get a chip/pin for my card?,0,0,0,,
1349,@AskCapitalOne That‚Äôd be great. And happy new year! @CapitalOne360,2,1,0,,
1350,@AskCapitalOne account number,0,0,0,,
1351,@AskCapitalOne Been 6 months+ since Android Lollipop released. You're the only app I know that doesn't work with it. Any timeline for fix?,1,0,0,,
1352,"@AskCapitalOne I‚Äôve told you 1 problem already. Another is the meaning of ‚Äúpartial payment‚Äù. I thought it was part of total balance, but no.",-1,0,0,,
1353,@AskCapitalOne Aaargh! Your ‚Äúpay a loan‚Äù page needs SERIOUS usability work. Grrrrr‚Ä¶,1,0,0,,
1354,@AskCapitalOne Thank you.,1,0,0,,
1355,@AskCapitalOne no I used my phone but I will try from a computer. If it doesn't work what should I do?,1,0,0,,
1356,"@AskCapitalOne I was using the app then went to http://t.co/iDvHENCjIu and got this message ""looks like your request didnt go through""",1,0,0,,
1357,"RT @AskCapitalOne: @blunted215 As much as we love Doge, we cannot use images found from the internet on our cards. Much sorry! ^JD",0,0,0,,
1358,"RT @AskCapitalOne: @blunted215 As much as we love Doge, we cannot use images found from the internet on our cards. Much sorry! ^JD",0,0,0,,
1359,@AskCapitalOne ..charges I incurred. I didn't have my card on me at the time so I called in today to pay but I was told they would only...,0,0,0,,
1360,"@AskCapitalOne I changed my bank account in September and my bank was meant to move over all my DD's but for whatever reason, the DD to....",0,0,0,,
1361,@AskCapitalOne Thanks for replying. I will send you a message now regarding my problem.,-1,0,0,,
1362,@askcapitalone how do you justify 23% interest rates on the elderly so they can buy prescription drugs? @CapitalOne,0,0,0,,
